This is title
adore,./FILE_root/distort/surpass/suburb/element/epoch/impose/slip,2
drawback,./FILE_root/distort/surpass/illuminate/tunnel/sensation/discard/devise,2
posture,./FILE_root/distort/owl/incidentally/opaque/exhaust/fellowship/subtract,2
unfold,./FILE_root/distort/surpass/illuminate/consume/stump,2
haul,./FILE_root/distort/deadline/gleam/release/drill/resident/veto,2
instinct,./FILE_root/distort/surpass/illuminate/tunnel/locomotive/olive,0
drawback,./FILE_root/priest/maintain/fertilizer/inhabit/domain/glide/spectrum,1
invalid,./FILE_root/distort/deadline/stride/liberal/setback/curse/scrub,0
assess,./FILE_root/distort/owl/triple/flaw/abundance/adore,2
hawk,./FILE_root/distort/surpass/refute/transition/mock,1
fatal,./FILE_root/distort/owl/incidentally/expert/majority/calorie/heighten,0
compile,./FILE_root/distort/surpass/illuminate/consume/stump/strain,2
chase,./FILE_root/priest/comparable/contact/discriminate/slump/streak/furthermore,1
diplomat,./FILE_root/priest/comparable/profess/attractive/default/refresh/weapon,1
settle,./FILE_root/distort/deadline/stride/cognitive/margin/bronze,0
compete,./FILE_root/distort/owl/incidentally/artery/management/mobile,0
linger,./FILE_root/distort/surpass/illuminate/innumerable,1
complicated,./FILE_root/distort/surpass/suburb/element/epoch/bust,1
instinct,./FILE_root/priest/maintain/fertilizer/estimate/shed/deprive,0
compete,./FILE_root/distort/surpass/refute/transition/expand/patent/jury,0
purity,./FILE_root/distort/owl/incidentally/artery/management/mobile/various,2
glide,./FILE_root/priest/maintain/limp/aid/logical/quantitative,1
module,./FILE_root/priest/comparable/contact/discriminate/inventory/disturbance,0
strand,./FILE_root/priest/maintain/limp/aid/responsible,1
illuminate,./FILE_root/priest/comparable/contact/discriminate/inventory/disturbance,2
consequently,./FILE_root/priest/maintain/limp/sprinkle/dome/congress/successor,1
element,./FILE_root/priest/maintain/fertilizer/estimate/electric,0
stab,./FILE_root/distort/owl/incidentally/expert/expansion/thrive,0
rational,./FILE_root/distort/surpass/refute/genetic/defect/repertoire,0
underestimate,./FILE_root/distort/owl/triple/flaw/abundance/charge/extensive,0
reign,./FILE_root/distort/deadline/stride/liberal/setback/hound/identification,0
contend,./FILE_root/priest/claim/identical/contradict/trend/cite/convict,0
corpse,./FILE_root/priest/comparable/contact/discriminate/slump/streak/disregard,0
unfold,./FILE_root/distort/deadline/stride/cognitive/margin,2
renaissance,./FILE_root/priest/claim/identical/drag/exchange/whirl/hoist,0
trial,./FILE_root/distort/surpass/suburb/element/epoch,2
mistress,./FILE_root/priest/claim/swap/flutter/oppose/alleviate/guarantee,1
renaissance,./FILE_root/distort/surpass/illuminate/innumerable/stab,0
aesthetic,./FILE_root/priest/claim/identical/contradict/devote/correlate/frequent,0
compile,./FILE_root/priest/comparable/contact/discriminate/inventory/figure,2
sufficient,./FILE_root/distort/deadline/stride/slum/finite/menace,1
recruit,./FILE_root/priest/comparable/contact/discriminate/procedure/distract,0
ceramic,./FILE_root/priest/comparable/contact/discriminate/inventory/authoritative/batch,0
haul,./FILE_root/distort/surpass/illuminate/consume,1
gaze,./FILE_root/distort/owl/triple/reliance/mute/obstacle/foster,2
strand,./FILE_root/distort/surpass/suburb/clutch/diploma/lease/scale,1
ideal,./FILE_root/distort/deadline/gleam/release/electricity/prone/hasty,0
parameter,./FILE_root/priest/comparable/contact/discriminate/slump/tract,1
velvet,./FILE_root/priest/maintain/fertilizer/estimate/electric/evidence,0
prestige,./FILE_root/priest/comparable/contact/discriminate/survival/gracious,0
invalid,./FILE_root/priest/maintain/fertilizer/inhabit/domain/acquaint/minimize,2
sufficient,./FILE_root/distort/surpass/suburb/element/norm/misery,1
posture,./FILE_root/distort/surpass/illuminate/consume/stump/interpret,0
assault,./FILE_root/distort/owl/incidentally/artery/supplementary/inject/generalize,0
cocaine,./FILE_root/distort/owl/incidentally/artery/management/mobile/various,1
strand,./FILE_root/priest/claim/swap/flutter/legal/plead/marble,2
hawk,./FILE_root/distort/surpass/illuminate/tunnel/locomotive/olive,0
pastime,./FILE_root/priest/claim/identical/contradict/devote/correlate/frequent,1
skip,./FILE_root/priest/maintain/fertilizer/estimate/unanimous/affiliate/conventional,0
adore,./FILE_root/priest/maintain/fertilizer/estimate/shed,2
illuminate,./FILE_root/distort/surpass/suburb/element/norm/slope/amend,0
drawback,./FILE_root/priest/comparable/contact/orchestra,2
module,./FILE_root/priest/comparable/profess/attractive/consensus/privilege/precede,0
linger,./FILE_root/priest/maintain/fertilizer/estimate/shed/deprive,2
bypass,./FILE_root/distort/owl/triple/reliance/mute/canon,2
strand,./FILE_root/distort/surpass/suburb/reward/relish/ascribe,1
betray,./FILE_root/distort/deadline/stride/cognitive/margin/bronze,1
manifest,./FILE_root/distort/surpass/refute/genetic,1
deduct,./FILE_root/distort/owl/triple/reliance/mute/canon,2
pastime,./FILE_root/distort/surpass/illuminate/innumerable/stab/burial,2
affirm,./FILE_root/distort/owl/triple,2
reign,./FILE_root/priest/claim/identical/contradict/propaganda,0
trial,./FILE_root/priest/comparable/profess/attractive/consensus/privilege,2
adore,./FILE_root/distort/deadline/gleam/release/electricity/prone,0
invalid,./FILE_root/distort/deadline/gleam/release/drill/resident,2
module,./FILE_root/distort/owl/incidentally/expert/majority/bracket,0
cradle,./FILE_root/distort/surpass/suburb/element/epoch/bust,1
reign,./FILE_root/distort/owl/terrify/arrangement/temper/domestic/luminous,1
affirm,./FILE_root/distort/owl/incidentally/expert/attribute/alter/stall,1
accuse,./FILE_root/distort/owl/incidentally/expert/majority/donate,0
van,./FILE_root/priest/comparable/contact/discriminate/slump/tract,1
attribute,./FILE_root/priest/claim/identical/contradict/trend/startle/vent,1
compulsory,./FILE_root/priest/claim/identical/drag/infant/internal,1
element,./FILE_root/distort/surpass/illuminate/innumerable/tackle/plateau,0
undergo,./FILE_root/distort/owl/incidentally/expert/expansion/survive/tow,0
array,./FILE_root/distort/surpass/illuminate/tunnel/sensation/discard,2
pastime,./FILE_root/priest/claim/identical/drag/infant/internal/memorize,2
ideal,./FILE_root/distort/deadline/gleam,1
posture,./FILE_root/priest/claim/identical/drag,0
haul,./FILE_root/priest/maintain/fertilizer/inhabit/dwell/random/conscientious,0
abolish,./FILE_root/priest/maintain/fertilizer/inhabit/domain/integral/blank,1
recruit,./FILE_root/distort/owl/incidentally/artery/supplementary/inject/generalize,2
odor,./FILE_root/distort/owl/incidentally/expert,0
aesthetic,./FILE_root/distort/owl/incidentally/reproach/compact,0
anticipate,./FILE_root/distort/owl/incidentally/opaque/exhaust/fellowship/subtract,2
ensue,./FILE_root/distort/surpass/suburb/reward/relish/intimate/henceforth,2
respective,./FILE_root/priest/comparable/contact/dart,2
bypass,./FILE_root/distort,0
exploit,./FILE_root/priest/maintain/fertilizer/estimate/approve,1
affirm,./FILE_root/priest/claim/swap/flutter/oppose/alleviate,1
rational,./FILE_root/priest/claim/identical/contradict/trend/startle/premise,0
alarm,./FILE_root/priest/claim/identical/contradict/devote/tame/database,2
affirm,./FILE_root/priest/maintain/fertilizer/estimate/shed/deprive,0
odor,./FILE_root/distort/surpass/illuminate/consume,2
nil,./FILE_root/priest/maintain/limp/aid/logical,2
compete,./FILE_root/distort/owl/triple/flaw/professional/humble/groove,1
explore,./FILE_root/distort/owl/triple/flaw/professional/humble,1
ingenious,./FILE_root/distort/surpass/refute/genetic,1
strand,./FILE_root/priest/claim/identical/contradict/devote/correlate/acute,2
destruction,./FILE_root/distort/surpass/refute/transition,1
principal,./FILE_root/priest/comparable/contact/discriminate/procedure/distract/provided,1
slump,./FILE_root/priest/claim/identical/dolphin/paradox/pressure,2
anticipate,./FILE_root/priest/claim/swap/testimony/blaze/sample/profitable,1
underestimate,./FILE_root/priest/comparable/contact/discriminate/inventory/figure/trivial,1
settle,./FILE_root/distort/deadline/gleam/release/electricity/remote,1
extent,./FILE_root/distort/owl/incidentally/artery/transplant/clerk/cardinal,2
muscular,./FILE_root/distort/deadline/gleam/release,2
explore,./FILE_root/distort/surpass/illuminate/innumerable/stab/burial/courtesy,0
accuse,./FILE_root/distort/deadline/stride/liberal/setback/curse/token,0
instinct,./FILE_root/distort/surpass/interim/biography/mob/evaluate,0
outrage,./FILE_root/priest/claim/identical/drag/exchange/whirl/hoist,2
strand,./FILE_root/priest/maintain/fertilizer/estimate/electric,0
van,./FILE_root/distort/owl/incidentally/reproach/compact/vocational,1
settle,./FILE_root/priest/claim/swap/testimony/compare/adjoin,0
slump,./FILE_root/distort/surpass/interim/label/fuse/testify/slick,0
resistant,./FILE_root/priest/maintain/fertilizer/inhabit/dwell/random,1
trial,./FILE_root/priest/claim/identical/dolphin/paradox/pressure,1
throne,./FILE_root/priest/claim/identical/contradict/devote/correlate/recognize,0
attribute,./FILE_root/priest/claim/identical/drag,2
undergo,./FILE_root/distort/surpass/interim/biography/mob/evaluate/transform,1
elaborate,./FILE_root/distort/surpass/illuminate/innumerable/tackle/diagnose,2
unfold,./FILE_root/distort/deadline/stride/slum/commonplace/depression/withhold,2
van,./FILE_root/priest/maintain/fertilizer/estimate,0
rational,./FILE_root/distort/surpass/interim/rotary/religious/tariff/awkward,1
instinct,./FILE_root/priest/maintain/fertilizer/estimate/approve/conscious/flask,0
ideal,./FILE_root/distort/owl/terrify/arrangement/temper/domestic/purify,0
municipal,./FILE_root/priest/maintain/fertilizer/estimate/unanimous,0
renaissance,./FILE_root/priest/comparable/profess/attractive/adolescent/target,1
revelation,./FILE_root/distort/surpass/suburb/clutch,2
drawback,./FILE_root/distort/owl/triple/reliance/decisive/sneak/recipe,1
velvet,./FILE_root/priest/maintain/fertilizer/estimate/approve/conscious/contaminate,2
cradle,./FILE_root/priest/maintain/fertilizer/estimate/approve/submit/clip,0
notable,./FILE_root/priest/claim/identical/dolphin/paradox,0
compile,./FILE_root/priest/comparable/contact/discriminate/slump/tract,0
exploit,./FILE_root/priest/claim/identical/contradict/propaganda/chief,0
parameter,./FILE_root/priest/maintain/limp/aid/responsible,0
advocate,./FILE_root/distort/surpass/refute/genetic,2
attribute,./FILE_root/priest/claim/identical/drag/infant/internal,2
ensue,./FILE_root/distort/surpass/illuminate/tunnel/authorize,2
adore,./FILE_root/priest/claim/identical/contradict/trend/cite/sensible,1
destruction,./FILE_root/distort/surpass/interim/label,0
compulsory,./FILE_root/priest/claim/identical/contradict/devote/tame/foil,0
gaze,./FILE_root/distort/owl/incidentally/expert/expansion/thrive/elaborate,1
aesthetic,./FILE_root/distort/surpass/illuminate/tunnel/locomotive/committee/academic,0
bypass,./FILE_root/priest/claim/swap/testimony/blaze/sample/profitable,2
betray,./FILE_root/distort/surpass/suburb/element/napkin/hitherto/mechanical,1
quota,./FILE_root/distort/surpass/illuminate/consume/stump/doom/instruct,1
anticipate,./FILE_root/distort/surpass/interim/label/fuse/vision,1
legislation,./FILE_root/distort/owl/triple/flaw/professional/humble,1
hesitate,./FILE_root/distort/deadline/gleam/release/electricity,0
assemble,./FILE_root/distort/surpass/illuminate/consume/stump,2
element,./FILE_root/priest/maintain/fertilizer/inhabit/domain/glide,1
elaborate,./FILE_root/priest/maintain/fertilizer/inhabit/dwell/random,0
evaluate,./FILE_root/distort/owl/triple/reliance/mute/canon/massive,1
decimal,./FILE_root/distort/surpass/illuminate/tunnel/locomotive/olive/expense,1
dolphin,./FILE_root/distort/deadline/stride/cognitive/margin,0
species,./FILE_root/priest/claim/swap/testimony,2
odor,./FILE_root/distort/deadline/stride/slum/commonplace/imply/complex,2
renaissance,./FILE_root/distort/surpass/illuminate/tunnel/sensation/resume,2
skip,./FILE_root/priest/claim/identical/contradict/devote/slot/obligation,2
mistress,./FILE_root/distort/surpass/interim/label/fuse/testify/slick,1
shabby,./FILE_root/priest/maintain/fertilizer/inhabit,1
engagement,./FILE_root/priest/comparable/profess/attractive/default/refresh/deliberate,2
attribute,./FILE_root/priest/claim/identical/drag/exchange/twist,2
legend,./FILE_root/distort/owl/triple/reliance/mute/purity/suspension,1
cocaine,./FILE_root/priest/maintain/fertilizer/estimate/electric,0
instinct,./FILE_root/priest/claim/identical/drag/exchange/twist,2
compile,./FILE_root/priest/comparable/contact/discriminate/survival/gracious,2
destruction,./FILE_root/distort/deadline/stride/liberal/setback/diplomat/opponent,0
slump,./FILE_root/distort/surpass/illuminate/tunnel/sensation/discard,1
compete,./FILE_root/distort/surpass/illuminate/consume/stump/strain,0
notable,./FILE_root/priest/maintain/limp/aid/responsible,2
sufficient,./FILE_root/distort/owl/triple/flaw/abundance/charge/toss,0
evaluate,./FILE_root/priest/comparable/contact/discriminate/survival/gracious/beyond,0
fatal,./FILE_root/distort/owl/triple/flaw/abundance/charge/toss,1
module,./FILE_root/priest/comparable/contact/discriminate/survival,1
advocate,./FILE_root/priest/claim/identical/contradict/trend,1
compile,./FILE_root/distort/surpass/suburb/reward,1
destruction,./FILE_root/distort/surpass/interim/biography/mob/inherit/cable,2
invalid,./FILE_root/distort/surpass/refute/transition/expand/overcome,1
principal,./FILE_root/priest/claim/identical/contradict/devote/slot/obligation,1
pastime,./FILE_root/distort/owl/incidentally/opaque,2
purity,./FILE_root/distort/owl/triple/reliance/decisive/prolong,1
cocaine,./FILE_root/distort/surpass/suburb/element/norm/misery/lure,1
engagement,./FILE_root/distort/owl/triple/reliance/decisive/prolong/acceptance,0
prolong,./FILE_root/priest/claim/identical/dolphin/hierarchy/pistol,0
overthrow,./FILE_root/distort/owl/incidentally/expert/expansion/survive,1
betray,./FILE_root/distort/surpass/suburb/reward/relish/intimate/henceforth,0
screw,./FILE_root/distort/surpass/interim/rotary/religious/confusion,2
chip,./FILE_root/distort/owl/incidentally/expert/attribute/alter,2
trial,./FILE_root/priest/maintain/fertilizer/estimate/approve/conscious/flask,2
gaze,./FILE_root/priest/maintain/limp/sprinkle,1
cradle,./FILE_root/priest/comparable/contact/discriminate/inventory/quench/safeguard,2
array,./FILE_root/distort/owl/incidentally/artery/management/mobile,0
cradle,./FILE_root/distort/deadline/stride/liberal/setback/curse,2
alarm,./FILE_root/priest/claim/swap/testimony/blaze/sample,1
cereal,./FILE_root/priest/claim/identical/drag/encounter/inaugurate,2
respective,./FILE_root/priest/maintain/fertilizer/estimate/approve/subtle,2
fatal,./FILE_root/priest/claim/swap/testimony/blaze/sample/alliance,1
retention,./FILE_root/distort/owl/incidentally/artery/management,0
abolish,./FILE_root/distort/owl/triple/reliance/mute/canon,0
purity,./FILE_root/distort/owl/triple/reliance/decisive,2
module,./FILE_root/priest/claim/swap/flutter/legal/plead/marble,2
advocate,./FILE_root/distort/surpass/suburb/clutch,2
purity,./FILE_root/distort/surpass/illuminate/tunnel/sensation/attitude/thanksgiving,0
nil,./FILE_root/distort/surpass/refute/transition/expand/rebel,2
pastime,./FILE_root/distort/owl/triple/flaw/professional/sniff/savage,2
pastime,./FILE_root/distort/owl/triple/reliance/mute/obstacle/apt,0
prestige,./FILE_root/priest/maintain/fertilizer/bully/imaginative/endure/arrest,1
obstacle,./FILE_root/distort/surpass/refute/genetic/defect,0
relay,./FILE_root/priest/claim/swap/testimony/blaze/sample,2
trial,./FILE_root/priest/claim/identical/dolphin/hierarchy,0
assess,./FILE_root/distort/deadline/gleam/release,0
quota,./FILE_root/priest/comparable/contact/discriminate/slump/tract/consequence,2
abundant,./FILE_root/priest/maintain/limp/aid/logical,0
settle,./FILE_root/priest/claim/swap/testimony/compare/magnificent,2
advocate,./FILE_root/distort/surpass,2
posture,./FILE_root/distort/surpass/suburb/clutch/diploma/demand/parallel,0
overthrow,./FILE_root/distort/owl/incidentally/opaque/exhaust/fellowship/arrogant,1
array,./FILE_root/priest/maintain/fertilizer/bully/precious/stern/preview,1
underestimate,./FILE_root/priest/comparable/profess/attractive,0
prolong,./FILE_root/distort/owl/triple/reliance/mute/purity/heir,0
betray,./FILE_root/distort/owl/triple/flaw/professional/humble/groove,1
attribute,./FILE_root/distort/owl/incidentally/reproach/compact/canvas/buzz,0
repel,./FILE_root/priest/comparable/contact/discriminate/procedure/distract,0
eccentric,./FILE_root/priest/claim/identical/contradict/devote/tame/longevity,2
retention,./FILE_root/priest/maintain/fertilizer/estimate/shed/invalid/considerate,1
accuse,./FILE_root/distort/deadline/gleam/release/electricity,2
shabby,./FILE_root/priest/maintain/fertilizer/estimate/unanimous,0
species,./FILE_root/priest,0
engagement,./FILE_root/priest/comparable/contact/discriminate/procedure/distract/periodical,0
illuminate,./FILE_root/distort/owl/terrify/arrangement/temper/domestic,2
ensue,./FILE_root/priest/comparable/profess/attractive/default/refresh,1
outrage,./FILE_root/distort/surpass/suburb/element/napkin/hitherto/mechanical,0
assess,./FILE_root/distort/owl/incidentally/artery/transplant/strategy/commitment,1
fatal,./FILE_root/distort/surpass/interim/label/fuse/vision/illustrate,1
compile,./FILE_root/priest/maintain/fertilizer/bully/imaginative/emerge,2
parameter,./FILE_root/priest/maintain/fertilizer/estimate/approve/conscious,0
cradle,./FILE_root/distort/surpass/illuminate/innumerable/stab/burial/oak,2
ingenious,./FILE_root/distort/surpass/illuminate/innumerable/tackle/cemetery,2
advocate,./FILE_root/distort/deadline/stride/liberal/setback/curse/scrub,0
evaluate,./FILE_root/distort/deadline/stride/cognitive/desire,1
legislation,./FILE_root/priest/comparable/profess/attractive/default/refresh/deliberate,1
retention,./FILE_root/distort/surpass/illuminate/tunnel/locomotive/committee/academic,1
undergo,./FILE_root/distort/surpass/suburb/element/epoch/bust/pilgrim,2
contend,./FILE_root/priest/maintain/fertilizer/estimate/electric,1
purity,./FILE_root/distort/surpass/suburb/element/epoch/bust,2
obstacle,./FILE_root/priest/maintain/fertilizer/inhabit/dwell,0
bypass,./FILE_root/priest/maintain/fertilizer/estimate/unanimous,1
mistress,./FILE_root/distort/owl/incidentally/expert/majority/donate,0
compete,./FILE_root/distort/surpass/illuminate/innumerable/stab/burial/courtesy,2
extent,./FILE_root/priest/maintain/fertilizer/bully,1
accuse,./FILE_root/distort/surpass/illuminate/tunnel/sensation/attitude/thanksgiving,0
reluctant,./FILE_root/distort/surpass/illuminate/innumerable/tackle/plateau,0
gaze,./FILE_root/priest/maintain/fertilizer/estimate/shed/deprive,2
drawback,./FILE_root/priest/claim/identical/contradict,1
cradle,./FILE_root/distort/deadline/stride/slum/commonplace/depression/withhold,0
chase,./FILE_root/distort/surpass/illuminate/innumerable/stab/burial/oak,1
quota,./FILE_root/priest/comparable/contact/discriminate/slump/streak/impart,0
settle,./FILE_root/priest/maintain/fertilizer/estimate/approve/conscious/contaminate,2
cradle,./FILE_root/priest/claim/identical/drag/encounter/definitive,2
species,./FILE_root/priest/claim/identical/dolphin/paradox,2
ideal,./FILE_root/distort/owl/triple/reliance/mute/purity,2
contend,./FILE_root/distort/surpass/suburb/clutch/diploma/demand/parallel,2
gaze,./FILE_root/priest/maintain/fertilizer/inhabit/domain/acquaint,1
fatal,./FILE_root/priest/maintain/fertilizer/estimate/shed/deprive,2
abundant,./FILE_root/distort/deadline/stride/liberal/setback/curse/scrub,1
compose,./FILE_root/distort/owl/incidentally,2
chase,./FILE_root/distort/surpass/refute/transition/expand/patent/jury,2
instinct,./FILE_root/priest/claim/identical/dolphin/hierarchy,2
slump,./FILE_root/distort/deadline,2
chip,./FILE_root/priest/maintain/fertilizer/inhabit/domain/flip,0
gaze,./FILE_root/priest/claim/swap/testimony/companion,2
dolphin,./FILE_root/distort/owl/triple/flaw/abundance/adore,2
obedient,./FILE_root/priest/claim/identical/dolphin/hierarchy/pistol,1
pastime,./FILE_root/priest/maintain/fertilizer/inhabit/domain/glide,2
species,./FILE_root/priest/maintain/fertilizer/inhabit/booklet/hospitality,0
destruction,./FILE_root/distort/deadline/gleam,0
assemble,./FILE_root/priest/comparable/contact/discriminate/survival/gracious/convention,1
shabby,./FILE_root/priest/claim/swap/testimony/compare/adjoin,2
notable,./FILE_root/priest/comparable/profess/attractive,1
manifest,./FILE_root/priest/maintain/fertilizer/bully/imaginative,0
revelation,./FILE_root/distort/owl/triple/reliance/mute/purity/suspension,1
unfold,./FILE_root/distort/surpass/illuminate/tunnel/sensation/overlook,2
cereal,./FILE_root/priest/claim/identical/drag/exchange,0
screw,./FILE_root/distort/deadline/stride/slum/finite/specialty/relief,2
linen,./FILE_root/priest/claim/swap/testimony,0
unfold,./FILE_root/distort/owl/triple/flaw/abundance/hypothesis/bacteria,2
deduct,./FILE_root/priest/comparable/contact/discriminate/procedure/distract/provided,2
betray,./FILE_root/distort/owl/incidentally/expert/majority,2
unfold,./FILE_root/distort/owl/incidentally/expert/expansion/thrive/elaborate,2
